calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 0.605000 615.266355 1884.857309 1.518548 1.696291 -0.031058 -0.004147 0.038581 0.000084 0.000012 6.754424 -0.000000 0.000000 0.000000 
1 0.610000 615.619101 1891.602516 1.518548 1.752785 -0.033106 -0.004228 0.038872 0.000089 0.000012 6.754424 0.000000 0.000000 0.000000 
1 0.615000 616.011040 1899.097190 1.518548 1.816835 -0.035450 -0.004318 0.039174 0.000093 0.000012 7.504916 0.000000 0.000000 0.000000 
1 0.620000 616.363786 1905.842397 1.518548 1.875638 -0.037619 -0.004400 0.039472 0.000098 0.000012 6.754424 -0.000000 0.000000 0.000000 
1 0.625000 616.736129 1912.962337 1.511847 1.938883 -0.040184 -0.004486 0.039786 0.000103 0.000012 7.129670 -0.006701 0.000000 0.000000 
1 0.630000 617.178280 1920.454217 1.511847 2.006792 -0.042964 -0.004578 0.040110 0.000108 0.000012 7.504916 0.000000 0.000000 0.000000 
1 0.635000 617.576216 1927.196909 1.511847 2.069090 -0.045534 -0.004661 0.040428 0.000113 0.000012 6.754424 -0.000000 0.000000 0.000000 
1 0.640000 618.018368 1934.688789 1.511847 2.139627 -0.048469 -0.004754 0.040761 0.000118 0.000012 7.504916 0.000000 0.000000 0.000000 
1 0.645000 618.460519 1942.180669 1.511847 2.211559 -0.051486 -0.004847 0.041098 0.000124 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.650000 618.880562 1949.297955 1.505147 2.281166 -0.054662 -0.004937 0.041447 0.000130 0.000013 7.129670 -0.006701 0.000000 0.000000 
1 0.655000 619.372905 1956.786704 1.505147 2.355812 -0.058096 -0.005031 0.041808 0.000136 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.660000 619.865247 1964.275452 1.505147 2.431877 -0.061623 -0.005126 0.042175 0.000142 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.665000 620.357590 1971.764201 1.505147 2.509369 -0.065244 -0.005222 0.042549 0.000149 0.000013 7.504916 0.000000 0.000000 0.000000 
